Species,AM.AD.1,AM.AD.2,AM.F10.T1,AM.F10.T2,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Ferribacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236e-5,9.71e-6,1.435e-5,2.808e-5,2.561e-5,1.827e-5,2.263e-5,2.321e-5,1.321e-5,1.521e-5,1.486e-5,2.006e-5,2.312e-5,9.24e-6,3.096e-5,1.436e-5,2.953e-5,3.037e-5,3.14e-5,1.525e-5,1.123e-5,3.418e-5,2.332e-5,7.81e-6,1.41e-5,1.203e-5,2.529e-5,1.417e-5,1.742e-5,1.232e-5,7.02e-6,1.198e-5,4.27e-6,1.028e-5,1.784e-5,2.372e-5,1.543e-5,2.214e-5,1.036e-5,9.9e-6,1.379e-5,1.517e-5,7.65e-6,1.054e-5,1.517e-5,1.031e-5,1.72e-5,1.018e-5,1.67e-5,1.591e-5,1.32e-5,1.569e-5,2.538e-5,1.758e-5,1.42e-5,1.374e-5,1.83e-5,1.7e-5,2.175e-5,6.7e-6,1.688e-5,9.27e-6,7.09e-6,1.348e-5,2.309e-5,8.67e-6,1.393e-5,8.63e-6,7.34e-6,1.764e-5,5.01e-6,1.055e-5,2.056e-5,1.406e-5,1.461e-5,1.116e-5,4.45e-6,1.203e-5,8.88e-6,1.165e-5,1.072e-5,1.967e-5,7.46e-6,9.08e-6,1.206e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferroglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29e-6,0,5.2e-7,2.86e-6,2.72e-6,2.26e-6,3.75e-6,1.66e-6,1.32e-6,2.07e-6,8.1e-7,1.69e-6,5.83e-6,4.2e-7,2.33e-6,9.3e-7,3.12e-6,2.09e-6,3.05e-6,1.42e-6,8.1e-7,8.57e-6,2.51e-6,8.3e-7,6.5e-7,2.17e-6,2.8e-6,6.1e-7,2.64e-6,1.59e-6,1.2e-6,7.8e-7,1.4e-7,2.18e-6,2.58e-6,2.06e-6,2.59e-6,2.08e-6,4.7e-7,3.1e-7,2.56e-6,6.6e-7,9.2e-7,8.7e-7,1.84e-6,4e-7,3.11e-6,4.6e-7,1.45e-6,1.95e-6,1.1e-7,9.7e-7,1.24e-6,1.44e-6,1.73e-6,7.6e-7,1.52e-6,5.1e-7,8.5e-7,7.2e-7,3.4e-7,3.5e-7,1.04e-6,6.3e-7,5.7e-7,1e-7,2.8e-7,8.2e-7,1.04e-6,1.48e-6,3.1e-7,5.5e-7,9.2e-7,1.04e-6,6.6e-7,1.03e-6,6e-8,4.9e-7,7.3e-7,1.02e-6,1e-6,5.3e-7,6.6e-7,8.1e-7,3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fervidobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72e-6,3.15e-6,2.41e-6,2.212e-5,1.179e-5,6.61e-6,1.487e-5,1.153e-5,5.67e-6,1.17e-5,7.15e-6,5.45e-6,3.175e-5,2.99e-6,1.376e-5,3.12e-6,1.953e-5,5.4e-6,1.644e-5,1.41e-6,5.57e-6,3.615e-5,1.529e-5,5.12e-6,3.86e-6,4.68e-6,1.363e-5,1.055e-5,1.391e-5,1.184e-5,4.36e-6,6.88e-6,2.3e-6,7.06e-6,7.93e-6,4.96e-6,1.108e-5,5.61e-6,5.66e-6,3.43e-6,1.144e-5,5.63e-6,3.88e-6,4.93e-6,4.05e-6,2.55e-6,9.76e-6,1.12e-6,6.48e-6,5.08e-6,3.13e-6,6.8e-6,7.42e-6,5.09e-6,6.45e-6,2.43e-6,5.78e-6,4.99e-6,7.26e-6,2.04e-6,6.92e-6,4.9100000000000004e-06,4.01e-6,7.5e-6,6e-6,3.67e-6,8.1e-7,6.4e-6,4.84e-6,5.16e-6,4.99e-6,1.31e-6,2.45e-6,5.67e-6,4.05e-6,5.24e-6,8.2e-7,6.16e-6,5.87e-6,6.24e-6,5.54e-6,3.2e-6,1.89e-6,2.25e-6,4.33e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fibrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26e-5,1.831e-5,2.468e-5,7.447e-5,6.165e-5,3.453e-5,6.455e-5,3.596e-5,3.922e-5,2.946e-5,3.497e-5,5.368e-5,5.3e-5,2.146e-5,6.025e-5,1.812e-5,7.857e-5,3.183e-5,5.124e-5,1.679e-5,1.985e-5,9.616e-5,5.6619999999999997e-05,2.267e-5,2.269e-5,2.839e-5,5.875e-5,1.594e-5,3.389e-5,3.43e-5,2.115e-5,2.735e-5,1.846e-5,2.253e-5,3.992e-5,3.823e-5,3.335e-5,2.982e-5,2.372e-5,1.86e-5,3.104e-5,2.727e-5,2.559e-5,2.481e-5,3.653e-5,3.118e-5,3.707e-5,1.834e-5,3.893e-5,3.171e-5,2.274e-5,3.574e-5,4.293e-5,3.253e-5,3.301e-5,4.276e-5,2.492e-5,2.966e-5,4.397e-5,1.47e-5,2.457e-5,2.374e-5,1.485e-5,2.512e-5,3.018e-5,1.089e-5,1.657e-5,2.446e-5,1.413e-5,5.129e-5,1.096e-5,2.016e-5,2.684e-5,3.451e-5,2.46e-5,2.313e-5,9.99e-6,2.356e-5,2.269e-5,2.229e-5,2.207e-5,2.974e-5,1.535e-5,1.486e-5,2.099e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5782e-4,5.591e-5,3.809e-5,1.9495e-4,2.246e-4,1.1956e-4,1.2077e-4,1.6383e-4,1.2891e-4,1.2676e-4,1.2633e-4,1.2411e-4,8.0795e-4,5.354e-5,2.0679e-4,1.3293e-4,2.7629e-4,1.8329e-4,2.1413e-4,8.896e-5,1.3581e-4,4.154e-4,2.4671e-4,7.724e-5,1.1666e-4,1.0599e-4,1.5357e-4,1.8979e-4,1.7741e-4,1.8414e-4,1.2335e-4,1.0216e-4,7.495e-5,1.1029e-4,8.607e-5,9.654e-5,1.9494e-4,9.775e-5,8.573e-5,6.771e-5,1.5382e-4,1.2712e-4,6.343e-5,5.782e-5,9.606e-5,9.014e-5,1.3484e-4,4.297e-5,1.1538e-4,7.697e-5,5.804e-5,7.576e-5,6.668e-5,1.123e-4,8.731e-5,8.315e-5,1.0107e-4,1.0993e-4,7.716e-5,5.354e-5,5.407e-5,7.067e-5,9.604e-5,1.5167e-4,1.1399e-4,7.099e-5,8.514e-5,9.039e-5,9.911e-5,1.3868e-4,4.374e-5,3.586e-5,9.25e-5,1.3565e-4,8.277e-5,1.2642e-4,5.11e-5,1.0348e-4,1.266e-4,9.131e-5,1.2601e-4,7.785e-5,5.658e-5,6.723e-5,6.399e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.621e-5,1.154e-5,1.019e-5,6.183e-5,4.88e-5,2.847e-5,2.762e-5,3.299e-5,2.474e-5,4.453e-5,2.153e-5,2.806e-5,7.345e-5,9.05e-6,4.906e-5,2.826e-5,6.675e-5,5.038e-5,4.229e-5,2.499e-5,1.982e-5,9.161e-5,6.143e-5,1.643e-5,2.347e-5,2.206e-5,3.89e-5,3.5e-5,2.917e-5,3.051e-5,2.018e-5,1.962e-5,1.597e-5,1.408e-5,2.943e-5,2.536e-5,2.696e-5,3.143e-5,9.75e-6,1.249e-5,2.628e-5,2.491e-5,1.359e-5,1.534e-5,3.298e-5,2.728e-5,2.468e-5,1.019e-5,3.038e-5,2.389e-5,1.172e-5,1.286e-5,1.806e-5,3.099e-5,2.117e-5,3.603e-5,2.474e-5,1.969e-5,1.958e-5,1.773e-5,1.521e-5,1.386e-5,1.339e-5,1.704e-5,2.415e-5,1.938e-5,1.111e-5,1.358e-5,1.35e-5,2.731e-5,1.802e-5,1.81e-5,2.583e-5,1.91e-5,1.364e-5,1.819e-5,7.46e-6,1.655e-5,2.164e-5,1.406e-5,1.528e-5,1.989e-5,1.187e-5,1.325e-5,1.239e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211e-5,9.97e-6,4.04e-6,4.176e-5,3.186e-5,2.107e-5,3.644e-5,3.293e-5,1.708e-5,3.413e-5,1.972e-5,1.326e-5,1.3474e-4,1.045e-5,3.527e-5,1.39e-5,3.785e-5,3.112e-5,4.868e-5,7.95e-6,2.811e-5,7.688e-5,4.556e-5,1.154e-5,2.156e-5,1.8e-5,3.747e-5,3.088e-5,4.843e-5,3.502e-5,1.395e-5,1.947e-5,1.257e-5,2.825e-5,1.712e-5,1.059e-5,4.838e-5,1.901e-5,2.25e-5,9.05e-6,2.614e-5,1.841e-5,1.517e-5,1.44e-5,1.272e-5,9.09e-6,3.208e-5,3.67e-6,1.547e-5,1.089e-5,9.41e-6,3.629e-5,1.917e-5,2.116e-5,1.74e-5,1.145e-5,2.288e-5,1.457e-5,1.802e-5,8.17e-6,5.19e-6,1.361e-5,1.696e-5,3.892e-5,1.635e-5,1.969e-5,7.94e-6,1.912e-5,3.152e-5,1.091e-5,1.117e-5,9.54e-6,1.2e-5,2.155e-5,2.011e-5,2.539e-5,7.01e-6,1.857e-5,1.826e-5,2.95e-5,2.821e-5,1.057e-5,9.15e-6,9.55e-6,1.306e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294e-5,2.022e-5,2.928e-5,6.067e-5,3.865e-5,3.631e-5,6.382e-5,3.868e-5,2.595e-5,2.132e-5,2.809e-5,3.768e-5,7.662e-5,1.982e-5,6.673e-5,1.147e-5,5.809e-5,1.355e-5,6.162e-5,1.176e-5,2.131e-5,8.577e-5,5.41e-5,2.399e-5,2.376e-5,2.101e-5,5.378e-5,1.59e-5,2.822e-5,2.83e-5,1.457e-5,2.463e-5,4.97e-6,2.241e-5,3.953e-5,5.45e-5,3.045e-5,4.559e-5,2.753e-5,1.791e-5,3.464e-5,3.083e-5,1.419e-5,1.261e-5,3.073e-5,2.765e-5,4.492e-5,1.305e-5,4.337e-5,5.518e-5,1.449e-5,3.288e-5,6.322e-5,2.727e-5,4.343e-5,1.584e-5,3.154e-5,2.889e-5,4.529e-5,1.583e-5,4.602e-5,1.658e-5,1.51e-5,2.958e-5,7.522e-5,7.1e-6,1.885e-5,1.552e-5,1.008e-5,3.572e-5,5.69e-6,6.72e-6,4.109e-5,2.64e-5,2.116e-5,2.131e-5,5.73e-6,2.379e-5,1.917e-5,2.111e-5,1.224e-5,4.754e-5,7.31e-6,1.399e-5,2.511e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166e-5,6.58e-6,5.84e-6,3.535e-5,3.089e-5,1.888e-5,3.191e-5,3.438e-5,1.967e-5,2.86e-5,1.427e-5,1.419e-5,1.079e-4,1.397e-5,2.906e-5,1.172e-5,4.249e-5,2.201e-5,4.69e-5,7.71e-6,2.155e-5,7.469e-5,4.582e-5,1.27e-5,1.38e-5,1.932e-5,3.351e-5,3.087e-5,5.822e-5,3.275e-5,1.602e-5,1.949e-5,1.118e-5,3.139e-5,1.758e-5,1.098e-5,4.791e-5,2.186e-5,1.543e-5,6.97e-6,2.441e-5,1.761e-5,9.33e-6,1.253e-5,1.362e-5,1.241e-5,2.932e-5,4.47e-6,1.446e-5,1.264e-5,8.67e-6,4.183e-5,2.004e-5,2.509e-5,1.54e-5,1.354e-5,2.18e-5,1.586e-5,1.594e-5,5.9e-6,8.55e-6,1.426e-5,1.033e-5,3.551e-5,1.672e-5,1.406e-5,7.43e-6,1.458e-5,1.958e-5,8.87e-6,1.206e-5,1.151e-5,1.207e-5,2.314e-5,1.05e-5,2.596e-5,6.82e-6,2.925e-5,1.378e-5,3.131e-5,2.091e-5,8.17e-6,7.39e-6,8.25e-6,1.253e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97e-6,7.3e-6,8.51e-6,2.483e-5,2.033e-5,1.305e-5,2.329e-5,1.303e-5,1.167e-5,8.07e-6,1.264e-5,1.384e-5,2.545e-5,7.53e-6,2.463e-5,5.17e-6,2.412e-5,1.011e-5,2.413e-5,6.86e-6,7.94e-6,3.415e-5,2.125e-5,8.46e-6,8.52e-6,1.039e-5,2.021e-5,6.42e-6,1.218e-5,1.125e-5,7.49e-6,9.69e-6,3.25e-6,7.66e-6,1.543e-5,2.058e-5,1.472e-5,1.576e-5,1.088e-5,6.74e-6,1.318e-5,1.157e-5,5.92e-6,7.25e-6,1.348e-5,1.279e-5,1.73e-5,7.26e-6,1.595e-5,1.726e-5,5.9e-6,1.375e-5,2.036e-5,1.459e-5,1.396e-5,8.28e-6,1.12e-5,1.091e-5,1.818e-5,5.59e-6,1.302e-5,7.95e-6,5.43e-6,9.81e-6,2.405e-5,2.89e-6,6.78e-6,6.35e-6,4.88e-6,1.473e-5,2.84e-6,3.87e-6,1.646e-5,1.082e-5,7.36e-6,7.69e-6,2.83e-6,1.014e-5,6.68e-6,7.65e-6,6.54e-6,1.692e-5,3.84e-6,5.2e-6,8.5e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geodermatophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271e-5,1.087e-5,1.475e-5,3.377e-5,1.916e-5,1.851e-5,3.209e-5,2.041e-5,1.287e-5,1.047e-5,1.616e-5,2.163e-5,4.036e-5,1.057e-5,3.698e-5,4.54e-6,2.938e-5,6.74e-6,3.041e-5,5.73e-6,1.033e-5,4.291e-5,2.668e-5,1.246e-5,1.193e-5,9.94e-6,2.897e-5,8.71e-6,1.36e-5,1.299e-5,7.92e-6,1.19e-5,2.48e-6,1.048e-5,1.882e-5,2.745e-5,1.463e-5,2.432e-5,1.412e-5,1.048e-5,1.456e-5,1.505e-5,7.58e-6,4.8e-6,1.567e-5,1.467e-5,2.201e-5,6.83e-6,2.172e-5,2.88e-5,8.51e-6,1.743e-5,3.292e-5,1.271e-5,2.356e-5,7.39e-6,1.634e-5,1.37e-5,2.37e-5,8.9e-6,2.407e-5,9.13e-6,7.81e-6,1.537e-5,4.104e-5,3.59e-6,8.31e-6,6.88e-6,4.6e-6,1.843e-5,2.58e-6,3.52e-6,2.232e-5,1.285e-5,1.207e-5,1.081e-5,2.74e-6,1.438e-5,1.073e-5,1.019e-5,6.24e-6,2.632e-5,3.68e-6,7.76e-6,1.349e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaciecola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35e-6,5e-7,9.7e-7,6.82e-6,3.72e-6,2.21e-6,5.45e-6,4.39e-6,1.76e-6,3.29e-6,9e-7,1.51e-6,5.81e-6,1.04e-6,5.69e-6,1.19e-6,4.82e-6,4.29e-6,6.5e-6,1.22e-6,1.53e-6,9.48e-6,7.47e-6,1.09e-6,1.67e-6,2.51e-6,4.83e-6,1.77e-6,3.6e-6,2.48e-6,1.87e-6,2.14e-6,1.17e-6,2.49e-6,3.47e-6,2.62e-6,4.17e-6,2.3e-6,1.38e-6,8.6e-7,2.85e-6,1.57e-6,1.27e-6,1.98e-6,2.56e-6,9.9e-7,1.72e-6,9.3e-7,2.51e-6,1.34e-6,4.3e-7,4.26e-6,2.02e-6,1.96e-6,2.57e-6,2.12e-6,2.14e-6,2.12e-6,1.35e-6,1.11e-6,8.5e-7,2.03e-6,1.28e-6,1.9e-6,1.41e-6,1.7e-6,1.38e-6,1.05e-6,1.43e-6,1.77e-6,3.14e-6,3.55e-6,2.01e-6,1.8e-6,9e-7,1.51e-6,1.47e-6,6.5e-7,1.72e-6,1.56e-6,1.86e-6,1.21e-6,1.38e-6,7.6e-7,1.55e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
